@relation Final_Set

@attribute authorNumPosts0 numeric
@attribute isProjectMember0 {TRUE, FALSE}
@attribute isInvited0 {TRUE, FALSE}
@attribute positionInPost0 numeric
@attribute positionInPR0 numeric
@attribute replayOriginalPost0 {TRUE, FALSE}
@attribute numberOfWords0 numeric
@attribute hasCapitalizedWord0  {TRUE, FALSE}
@attribute hasShould0  {TRUE, FALSE}
@attribute hasHow0  {TRUE, FALSE}
@attribute hasWhat0  {TRUE, FALSE}
@attribute hasWhy0  {TRUE, FALSE}
@attribute hasCan0  {TRUE, FALSE}
@attribute hasMay0 {TRUE, FALSE}
@attribute numberQuestionmark0 numeric
@attribute sentimentScore0 numeric
@attribute rfscore numeric
@attribute hasDecisions0 {TRUE, FALSE}
@data
1.0,FALSE,FALSE,11.0,0.0,TRUE,40.0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
1.0,FALSE,FALSE,0.0,1.0,TRUE,9.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
2.0,FALSE,FALSE,1.0,1.0,TRUE,22.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.02,TRUE
2.0,FALSE,FALSE,2.0,1.0,TRUE,14.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,-3.0,0.03,TRUE
0.0,FALSE,FALSE,0.0,2.0,FALSE,17.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.01,TRUE
0.0,FALSE,TRUE,0.0,3.0,FALSE,19.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
2.0,FALSE,FALSE,0.0,4.0,TRUE,4.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0,1.0,0.01,TRUE
3.0,FALSE,FALSE,1.0,4.0,TRUE,3.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.0,TRUE
3.0,FALSE,FALSE,0.0,5.0,TRUE,17.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.0,TRUE
1.0,FALSE,TRUE,0.0,6.0,FALSE,15.0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,1.0,0.01,TRUE
2.0,FALSE,TRUE,0.0,7.0,FALSE,12.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
4.0,FALSE,TRUE,0.0,8.0,TRUE,16.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
5.0,FALSE,TRUE,1.0,8.0,TRUE,11.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.02,TRUE
1.0,FALSE,TRUE,0.0,9.0,FALSE,10.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
0.0,FALSE,FALSE,0.0,10.0,FALSE,5.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
0.0,FALSE,FALSE,0.0,11.0,FALSE,52.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,1.0,0.02,TRUE
1.0,FALSE,FALSE,1.0,11.0,FALSE,12.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.0,TRUE
5.0,FALSE,TRUE,0.0,12.0,TRUE,8.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.02,TRUE
6.0,FALSE,TRUE,1.0,12.0,TRUE,9.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.0,TRUE
6.0,FALSE,TRUE,0.0,13.0,TRUE,12.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.0,TRUE
0.0,FALSE,FALSE,0.0,14.0,FALSE,18.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,2.0,0.02,TRUE
1.0,FALSE,FALSE,1.0,14.0,FALSE,36.0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.01,TRUE
1.0,FALSE,FALSE,2.0,14.0,FALSE,20.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.01,TRUE
1.0,FALSE,FALSE,3.0,14.0,FALSE,8.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,-1.0,0.0,TRUE
0.0,FALSE,FALSE,0.0,15.0,FALSE,4.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
1.0,FALSE,FALSE,0.0,16.0,FALSE,16.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,2.0,0.04,TRUE
3.0,FALSE,TRUE,0.0,17.0,FALSE,12.0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.0,1.0,0.07,TRUE
7.0,FALSE,TRUE,0.0,18.0,TRUE,24.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,TRUE
4.0,FALSE,TRUE,0.0,19.0,FALSE,6.0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
5.0,FALSE,TRUE,1.0,19.0,FALSE,2.0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
8.0,FALSE,TRUE,0.0,20.0,TRUE,5.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.0,TRUE
2.0,FALSE,TRUE,0.0,21.0,FALSE,3.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
0.0,FALSE,FALSE,0.0,22.0,FALSE,3.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
1.0,FALSE,FALSE,0.0,23.0,FALSE,3.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
2.0,FALSE,FALSE,0.0,24.0,FALSE,3.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
3.0,FALSE,FALSE,0.0,25.0,FALSE,3.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
0.0,FALSE,FALSE,0.0,26.0,FALSE,2.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
1.0,FALSE,FALSE,0.0,27.0,FALSE,70.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2.0,-1.0,0.02,TRUE
9.0,FALSE,TRUE,0.0,28.0,TRUE,24.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.01,TRUE
10.0,FALSE,TRUE,1.0,28.0,TRUE,13.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
2.0,FALSE,FALSE,0.0,29.0,FALSE,8.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.01,TRUE
3.0,FALSE,TRUE,0.0,30.0,FALSE,10.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,-1.0,0.03,TRUE
10.0,FALSE,TRUE,0.0,31.0,TRUE,3.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
11.0,FALSE,TRUE,0.0,32.0,TRUE,7.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
12.0,FALSE,TRUE,1.0,32.0,TRUE,4.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.0,TRUE
12.0,FALSE,TRUE,2.0,32.0,TRUE,30.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.005,TRUE
12.0,FALSE,TRUE,3.0,32.0,TRUE,12.0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
12.0,FALSE,TRUE,0.0,33.0,TRUE,6.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
3.0,FALSE,FALSE,0.0,34.0,FALSE,10.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
4.0,FALSE,FALSE,1.0,34.0,FALSE,58.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.09,TRUE
4.0,FALSE,FALSE,0.0,35.0,FALSE,35.0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.0,1.0,0.01,TRUE
13.0,FALSE,TRUE,0.0,36.0,TRUE,4.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
14.0,FALSE,TRUE,0.0,37.0,TRUE,17.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,-1.0,0.0,TRUE
15.0,FALSE,TRUE,1.0,37.0,TRUE,20.0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.0,0.0,0.03,TRUE
15.0,FALSE,TRUE,2.0,37.0,TRUE,24.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.04,TRUE
15.0,FALSE,TRUE,4.0,37.0,TRUE,42.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.05,TRUE
15.0,FALSE,TRUE,5.0,37.0,TRUE,74.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
15.0,FALSE,TRUE,0.0,38.0,TRUE,15.0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
16.0,FALSE,TRUE,1.0,38.0,TRUE,32.0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.0,0.0,0.02,TRUE
0.0,FALSE,TRUE,0.0,39.0,FALSE,18.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,-1.0,0.08,TRUE
5.0,FALSE,TRUE,0.0,40.0,FALSE,14.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,-1.0,0.0,TRUE
16.0,FALSE,TRUE,0.0,41.0,TRUE,17.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.0,TRUE
17.0,FALSE,TRUE,0.0,42.0,TRUE,5.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.03,TRUE
18.0,FALSE,TRUE,1.0,42.0,TRUE,5.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
1.0,FALSE,TRUE,0.0,43.0,FALSE,2.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
18.0,FALSE,TRUE,0.0,44.0,TRUE,5.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
2.0,FALSE,TRUE,0.0,45.0,FALSE,26.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
19.0,FALSE,TRUE,0.0,46.0,TRUE,9.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
20.0,FALSE,TRUE,0.0,47.0,TRUE,20.0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.06,TRUE
21.0,FALSE,TRUE,1.0,47.0,TRUE,28.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0,-1.0,0.005,TRUE
5.0,FALSE,FALSE,0.0,48.0,FALSE,10.0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.0,-1.0,0.01,TRUE
6.0,FALSE,FALSE,1.0,48.0,FALSE,38.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.02,TRUE
21.0,FALSE,TRUE,0.0,49.0,TRUE,5.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
22.0,FALSE,TRUE,1.0,49.0,TRUE,69.0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.05,TRUE
22.0,FALSE,TRUE,2.0,49.0,TRUE,3.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.0,0.0,0.0,TRUE
6.0,FALSE,FALSE,0.0,50.0,FALSE,2.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
7.0,FALSE,FALSE,1.0,50.0,FALSE,4.0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
7.0,FALSE,FALSE,2.0,50.0,FALSE,7.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.0,1.0,0.01,TRUE
7.0,FALSE,FALSE,3.0,50.0,FALSE,35.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.0,0.0,0.0,TRUE
22.0,FALSE,TRUE,0.0,51.0,TRUE,11.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.0,-1.0,0.0,TRUE
23.0,FALSE,TRUE,1.0,51.0,TRUE,22.0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.0,-1.0,0.0,TRUE
23.0,FALSE,TRUE,2.0,51.0,TRUE,37.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
23.0,FALSE,TRUE,0.0,52.0,TRUE,31.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.01,TRUE
24.0,FALSE,TRUE,0.0,53.0,TRUE,56.0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.0,-1.0,0.04,TRUE
3.0,FALSE,TRUE,0.0,54.0,FALSE,8.0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.0,-1.0,0.01,TRUE
25.0,FALSE,TRUE,0.0,55.0,TRUE,10.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.0,TRUE
4.0,FALSE,TRUE,0.0,56.0,FALSE,3.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
5.0,FALSE,TRUE,0.0,57.0,FALSE,54.0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1.0,-1.0,0.05,TRUE
26.0,FALSE,TRUE,0.0,58.0,TRUE,4.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
27.0,FALSE,TRUE,1.0,58.0,TRUE,11.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
27.0,FALSE,TRUE,2.0,58.0,TRUE,38.0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.02,TRUE
6.0,FALSE,TRUE,0.0,59.0,FALSE,14.0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.0,-1.0,0.0,TRUE
27.0,FALSE,TRUE,0.0,60.0,TRUE,24.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,1.0,0.01,TRUE
7.0,FALSE,TRUE,0.0,61.0,FALSE,40.0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.0,0.0,0.02,TRUE
28.0,FALSE,TRUE,0.0,62.0,TRUE,11.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
29.0,FALSE,TRUE,1.0,62.0,TRUE,17.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.02,TRUE
8.0,FALSE,TRUE,0.0,63.0,FALSE,22.0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.0,-1.0,0.0,TRUE
9.0,FALSE,TRUE,0.0,64.0,FALSE,65.0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.0,-1.0,0.03666666666666667,TRUE
10.0,FALSE,TRUE,1.0,64.0,FALSE,37.0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.0,0.0,0.02,TRUE
29.0,FALSE,TRUE,0.0,65.0,TRUE,28.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,-1.0,0.01,TRUE
30.0,FALSE,TRUE,1.0,65.0,TRUE,36.0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.0,0.0,0.02,TRUE
30.0,FALSE,TRUE,2.0,65.0,TRUE,56.0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.0,-1.0,0.04,TRUE
30.0,FALSE,TRUE,3.0,65.0,TRUE,37.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.02,TRUE
10.0,FALSE,TRUE,0.0,66.0,FALSE,51.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
11.0,FALSE,TRUE,1.0,66.0,FALSE,20.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,TRUE
11.0,FALSE,TRUE,2.0,66.0,FALSE,37.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,-1.0,0.01,TRUE
30.0,FALSE,TRUE,0.0,67.0,TRUE,18.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.0,0.0,0.02,TRUE
11.0,FALSE,TRUE,0.0,68.0,FALSE,14.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
12.0,FALSE,TRUE,0.0,69.0,FALSE,19.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.0,TRUE
13.0,FALSE,TRUE,1.0,70.0,FALSE,11.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
14.0,FALSE,TRUE,2.0,70.0,FALSE,34.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.0,0.0,0.0525,TRUE
0.0,FALSE,FALSE,0.0,71.0,FALSE,24.0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.0,1.0,0.0,TRUE
31.0,FALSE,TRUE,0.0,72.0,TRUE,12.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
32.0,FALSE,TRUE,1.0,72.0,TRUE,2.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
32.0,FALSE,TRUE,0.0,73.0,TRUE,11.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.05,TRUE
33.0,FALSE,TRUE,1.0,73.0,TRUE,12.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,-1.0,0.0,TRUE
33.0,FALSE,TRUE,2.0,73.0,TRUE,23.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.015833333333333335,TRUE
33.0,FALSE,TRUE,3.0,73.0,TRUE,50.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.0,TRUE
33.0,FALSE,TRUE,4.0,73.0,TRUE,6.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
33.0,FALSE,TRUE,0.0,74.0,TRUE,37.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.03,TRUE
14.0,FALSE,TRUE,0.0,75.0,FALSE,7.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.0,TRUE
15.0,FALSE,TRUE,1.0,75.0,FALSE,46.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,1.0,0.06,TRUE
15.0,FALSE,TRUE,2.0,75.0,FALSE,68.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,1.0,0.03,TRUE
15.0,FALSE,TRUE,3.0,75.0,FALSE,25.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.01,TRUE
15.0,FALSE,TRUE,4.0,75.0,FALSE,32.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.05,TRUE
34.0,FALSE,TRUE,0.0,76.0,TRUE,46.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,1.0,0.06,TRUE
35.0,FALSE,TRUE,1.0,76.0,TRUE,70.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.02,TRUE
35.0,FALSE,TRUE,2.0,76.0,TRUE,25.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.01,TRUE
35.0,FALSE,TRUE,3.0,76.0,TRUE,2.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
35.0,FALSE,TRUE,0.0,77.0,TRUE,47.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,1.0,0.01,TRUE
36.0,FALSE,TRUE,1.0,77.0,TRUE,6.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,-1.0,0.0,TRUE
36.0,FALSE,TRUE,0.0,78.0,TRUE,47.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,1.0,0.01,TRUE
15.0,FALSE,TRUE,0.0,79.0,FALSE,36.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.0,0.0,0.03,TRUE
16.0,FALSE,TRUE,1.0,79.0,FALSE,26.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
16.0,FALSE,TRUE,2.0,79.0,FALSE,56.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,-1.0,0.01,TRUE
16.0,FALSE,TRUE,3.0,79.0,FALSE,44.0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.0,1.0,0.01,TRUE
16.0,FALSE,TRUE,4.0,79.0,FALSE,22.0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.0,TRUE
37.0,FALSE,TRUE,0.0,80.0,TRUE,28.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.0,1.0,0.013333333333333334,TRUE
16.0,FALSE,TRUE,0.0,81.0,FALSE,17.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
17.0,FALSE,TRUE,0.0,82.0,FALSE,3.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
4.0,FALSE,TRUE,0.0,83.0,FALSE,27.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
5.0,FALSE,TRUE,1.0,83.0,FALSE,29.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
18.0,FALSE,TRUE,0.0,84.0,FALSE,27.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.01,TRUE
19.0,FALSE,TRUE,1.0,84.0,FALSE,10.0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.0,0.0,0.0,TRUE
0.0,FALSE,TRUE,0.0,85.0,FALSE,17.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.0,0.0,0.02,TRUE
38.0,FALSE,TRUE,0.0,86.0,TRUE,16.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0,1.0,0.0,TRUE
1.0,FALSE,TRUE,0.0,87.0,FALSE,27.0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.0,2.0,0.01,TRUE
2.0,FALSE,TRUE,0.0,88.0,FALSE,18.0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.0,-1.0,0.02,TRUE
